LoyalCH,PriceCH,SpecialCH,SalePriceCH,PriceMM,SpecialMM,SalePriceMM,Purchase
0.4,1.79,0,1.79,1.79,0,1.79,CH
0.52,1.79,0,1.79,2.09,0,2.09,CH
0.616,1.79,0,1.79,2.09,0,2.09,CH
0.6928,1.79,0,1.79,2.23,0,2.23,CH
0.75424,1.99,0,1.99,2.23,0,2.23,CH
0.803392,1.99,0,1.99,2.23,0,2.23,CH
0.842714,1.99,0,1.99,2.23,0,2.23,CH
0.874171,1.99,0,1.99,2.23,0,2.23,CH
0.899337,1.99,0,1.99,2.29,0,2.29,CH
0.919469,1.99,0,1.99,2.29,0,2.29,CH
0.935575,1.99,0,1.99,2.09,0,2.09,CH
0.94846,1.99,0,1.99,2.09,0,2.09,CH
0.958768,1.99,0,1.89,2.09,0,2.09,CH
0.967015,1.99,0,1.89,2.09,0,2.09,CH
0.973612,1.99,1,1.89,2.09,0,1.69,CH
0.978889,1.99,0,1.99,2.09,0,1.69,CH
0.983112,2.09,0,1.89,2.09,0,1.69,CH
0.986489,2.09,0,1.89,2.09,0,2.09,CH
0.5,1.69,1,1.39,1.69,0,1.69,CH
0.6,1.86,0,1.86,2.18,0,2.18,CH
0.68,1.86,0,1.86,2.18,1,1.78,CH
0.744,1.96,0,1.96,2.18,1,1.38,MM
0.5,1.86,0,1.86,1.99,1,1.69,MM
0.4,1.99,0,1.49,2.13,1,2.13,MM
0.5,1.76,0,1.76,1.99,1,1.59,MM
0.4,1.76,0,1.76,1.99,1,1.59,MM
0.6,1.99,0,1.99,2.23,0,2.23,CH
0.68,1.89,0,1.89,2.09,0,2.09,CH
0.744,1.89,0,1.89,2.09,0,2.09,CH
0.6,1.75,0,1.75,1.99,0,1.59,CH
0.68,1.75,0,1.75,1.99,0,1.99,MM
0.544,1.75,0,1.75,1.99,0,1.59,CH
0.6352,1.79,0,1.79,2.09,0,2.09,CH
0.70816,1.75,0,1.75,1.99,1,1.69,CH
0.766528,1.86,0,1.86,2.18,0,2.18,CH
0.813222,1.86,0,1.59,2.13,0,2.13,CH
0.850578,1.86,1,1.49,2.13,0,2.13,CH
0.880462,1.99,0,1.89,2.09,0,2.09,CH
0.32,1.86,0,1.86,2.18,0,2.18,CH
0.5,1.86,1,1.39,2.13,0,1.59,MM
0.4,1.86,1,1.39,2.13,0,1.59,CH
0.5,1.86,0,1.86,2.18,0,2.18,CH
0.6,1.86,1,1.39,2.13,0,1.59,CH
0.26624,1.79,0,1.79,1.79,0,1.79,MM
0.212992,1.69,1,1.39,1.69,0,1.69,MM
0.170394,1.69,1,1.69,1.69,0,1.69,MM
0.136315,1.69,0,1.69,1.99,0,1.99,MM
0.109052,1.69,0,1.69,1.99,0,1.99,MM
0.087242,1.75,0,1.75,1.99,0,1.99,MM
0.069793,1.75,0,1.75,1.99,0,1.59,MM
0.055835,1.75,0,1.75,1.99,0,1.99,MM
0.044668,1.75,0,1.75,1.99,1,1.69,MM
0.035734,1.86,0,1.86,1.99,1,1.69,CH
0.228587,1.89,0,1.89,2.09,0,2.09,MM
0.18287,1.89,0,1.76,2.09,0,2.09,CH
0.346296,1.86,0,1.86,2.18,0,2.18,CH
0.477037,1.96,0,1.96,2.13,1,1.39,MM
0.381629,1.99,0,1.99,2.13,1,2.13,MM
0.5,1.75,1,1.75,1.99,0,1.59,CH
0.6,1.86,1,1.59,2.13,0,2.13,CH
0.5,1.89,0,1.89,2.09,0,2.09,MM
0.4,2.06,0,2.06,2.13,0,2.13,CH
0.6672,1.79,0,1.79,1.79,0,1.79,CH
0.5,1.76,0,1.76,2.09,0,2.09,CH
0.6,1.86,1,1.49,2.13,0,2.13,CH
0.4,1.79,0,1.79,1.79,1,1.79,MM
0.4,1.75,1,1.75,1.99,0,1.59,MM
0.32,1.99,0,1.49,2.13,1,2.13,CH
0.5,1.86,0,1.86,2.09,0,2.09,MM
0.4,1.76,0,1.76,2.09,0,2.09,MM
0.077677,1.79,0,1.79,2.09,0,2.09,MM
0.062142,1.79,0,1.79,2.09,0,2.09,CH
0.249713,1.79,0,1.79,2.23,0,2.23,MM
0.199771,1.99,0,1.99,2.29,0,2.29,CH
0.359817,1.99,0,1.99,2.29,0,2.29,MM
0.287853,1.99,0,1.89,2.09,0,2.09,CH
0.6,1.69,0,1.69,1.99,1,1.99,CH
0.5,1.86,0,1.86,2.09,0,2.09,CH
0.6,1.86,0,1.86,2.13,0,2.13,CH
0.5,1.86,0,1.86,2.18,0,2.18,CH
0.6,1.86,0,1.86,2.18,0,2.18,CH
0.68,1.86,0,1.86,2.18,0,2.18,CH
0.744,1.86,0,1.86,2.13,0,1.89,CH
0.7952,1.86,0,1.59,2.13,0,2.13,CH
0.83616,1.86,1,1.49,2.13,0,2.13,CH
0.868928,1.86,1,1.49,2.13,0,2.13,CH
0.895142,1.86,0,1.86,2.13,0,2.13,CH
0.5,1.69,1,1.39,1.69,0,1.49,CH
0.6,1.75,1,1.75,1.99,0,1.59,MM
0.48,1.86,0,1.76,2.09,0,2.09,CH
0.584,1.86,0,1.76,2.09,0,2.09,CH
0.6672,1.86,0,1.86,2.18,0,2.18,CH
0.73376,1.86,0,1.86,2.18,0,2.18,CH
0.787008,1.86,0,1.86,2.18,0,2.18,CH
0.829606,1.86,0,1.86,2.18,0,2.18,CH
0.863685,1.86,0,1.86,2.18,0,2.18,CH
0.890948,1.86,0,1.86,2.18,0,2.18,CH
0.912758,1.86,0,1.86,2.18,0,2.18,CH
0.930207,1.86,0,1.86,2.18,0,2.18,CH
0.944165,1.86,0,1.86,2.13,0,1.89,CH
0.955332,1.86,0,1.86,2.13,0,1.89,CH
0.964266,1.86,0,1.86,2.13,0,1.89,CH
0.971413,1.86,0,1.86,2.13,0,2.13,CH
0.97713,1.86,0,1.86,2.13,0,2.13,CH
0.981704,1.86,1,1.49,2.13,0,2.13,CH
0.985363,1.86,1,1.49,2.13,0,2.13,CH
0.988291,1.86,0,1.86,1.99,0,1.89,CH
0.990633,1.86,1,1.86,2.13,0,2.13,CH
0.992506,1.86,1,1.59,2.13,0,2.13,CH
0.994005,1.99,0,1.49,2.13,1,2.13,CH
0.6,1.86,0,1.76,2.09,0,2.09,MM
0.2048,1.75,1,1.75,1.99,0,1.59,CH
0.36384,1.86,0,1.86,2.18,0,2.18,CH
0.491072,1.86,0,1.86,2.18,0,2.18,CH
0.592858,1.86,0,1.86,2.13,0,1.89,CH
0.674286,1.86,0,1.86,2.13,0,2.13,CH
0.739429,1.86,0,1.86,2.13,0,2.13,CH
0.791543,1.76,0,1.76,1.99,0,1.59,CH
0.833234,1.76,0,1.76,1.99,0,1.89,CH
0.866588,1.86,1,1.86,2.13,0,2.13,CH
0.89327,1.86,1,1.59,2.13,0,2.13,CH
0.914616,1.86,0,1.86,2.18,0,2.18,CH
0.931693,1.86,0,1.86,2.18,0,2.18,CH
0.945354,1.86,0,1.86,2.18,0,2.18,CH
0.956283,1.86,0,1.86,2.18,0,2.18,CH
0.965027,1.86,0,1.86,2.13,0,1.59,CH
0.972021,1.86,1,1.39,2.13,0,1.59,CH
0.4,1.75,0,1.59,1.99,1,1.69,MM
0.32,1.89,0,1.76,2.18,0,2.18,CH
0.456,1.86,0,1.86,2.18,0,1.48,MM
0.5,1.99,0,1.99,2.23,0,2.23,CH
0.6,1.86,1,1.39,2.13,0,1.59,CH
0.3072,1.86,0,1.86,1.99,1,1.69,MM
0.813222,1.79,0,1.79,2.23,0,2.23,CH
0.850578,1.79,0,1.79,2.23,0,2.23,CH
0.880462,1.99,0,1.99,2.23,0,2.23,CH
0.90437,1.99,0,1.89,2.09,0,2.09,CH
0.540992,1.79,0,1.79,2.09,0,2.09,CH
0.5,1.99,0,1.99,2.23,0,2.23,MM
0.4,1.86,0,1.86,2.18,1,1.58,MM
0.5072,1.79,0,1.79,2.09,0,2.09,CH
0.60576,1.75,0,1.75,1.99,0,1.99,MM
0.484608,1.75,0,1.75,1.99,0,1.99,CH
0.587686,1.75,0,1.75,1.99,0,1.99,CH
0.670149,1.79,0,1.79,2.23,0,2.23,CH
0.736119,1.75,0,1.75,1.99,1,1.69,CH
0.788895,1.79,0,1.79,2.23,0,2.23,CH
0.831116,1.99,0,1.99,2.23,0,2.23,CH
0.864893,1.99,0,1.99,2.23,0,2.23,CH
0.891914,1.89,0,1.89,2.09,0,2.09,CH
0.913532,1.89,0,1.76,2.09,0,2.09,CH
0.930825,1.89,0,1.76,2.09,0,2.09,CH
0.94466,1.86,0,1.86,2.18,0,1.48,CH
0.955728,1.86,0,1.86,2.18,0,2.18,CH
0.964583,1.99,0,1.99,2.09,0,2.09,CH
0.971666,1.86,0,1.86,2.18,0,2.18,CH
0.977333,1.86,0,1.86,2.18,0,2.18,CH
0.981866,1.86,0,1.86,2.18,0,2.18,CH
0.985493,1.86,0,1.86,2.18,0,2.12,MM
0.788394,1.86,0,1.86,2.18,0,2.12,CH
0.6,1.76,0,1.76,2.09,0,2.09,CH
0.68,1.86,1,1.49,2.13,0,2.13,CH
0.4,1.86,1,1.49,2.13,0,2.13,CH
0.52,1.86,1,1.86,2.13,0,2.13,CH
0.5,1.69,0,1.69,1.69,0,1.69,MM
0.4,1.86,0,1.86,1.99,1,1.19,MM
0.4,1.89,0,1.76,2.18,0,2.18,MM
0.32,1.86,0,1.86,2.18,1,1.78,MM
0.256,1.86,0,1.86,2.18,0,2.18,MM
0.5,1.99,1,1.99,2.29,0,2.29,CH
0.6,1.76,0,1.76,1.99,0,1.79,CH
0.68,1.86,0,1.86,1.99,0,1.89,CH
0.744,1.86,0,1.86,1.99,1,1.79,MM
0.5952,1.86,0,1.86,1.99,1,1.79,MM
0.47616,1.86,0,1.86,2.18,0,2.18,CH
0.580928,1.86,0,1.86,2.18,0,2.18,CH
0.664742,1.96,0,1.96,2.13,1,1.39,CH
0.731794,1.96,0,1.96,2.13,1,1.39,MM
0.585435,1.99,0,1.75,2.13,0,2.13,CH
0.4,1.75,0,1.75,1.99,0,1.59,MM
0.32,1.86,0,1.86,2.09,0,2.09,MM
0.256,1.99,0,1.99,2.23,0,2.23,MM
0.2048,1.86,0,1.86,2.09,0,1.89,MM
0.16384,1.86,0,1.86,2.18,0,2.18,MM
0.131072,1.86,0,1.86,2.18,0,2.18,MM
0.104858,1.86,0,1.86,2.18,0,2.18,MM
0.083886,1.86,0,1.86,2.13,0,1.89,MM
0.067109,2.06,0,2.06,2.13,0,2.13,MM
0.053687,1.79,0,1.79,1.79,1,1.79,MM
0.04295,1.79,0,1.79,1.79,0,1.79,MM
0.03436,1.79,0,1.79,1.79,0,1.79,MM
0.027488,1.79,0,1.79,1.79,0,1.79,MM
0.02199,1.79,0,1.79,1.79,0,1.79,MM
0.017592,1.79,0,1.79,2.09,0,2.09,MM
0.014074,1.79,0,1.79,2.09,0,2.09,MM
0.011259,1.79,0,1.79,2.09,0,2.09,MM
0.009007,1.79,0,1.79,2.09,0,2.09,MM
0.007206,1.79,0,1.79,2.09,0,2.09,MM
0.005765,1.79,0,1.79,2.23,0,2.23,MM
0.004612,1.99,0,1.99,2.23,0,2.23,MM
0.003689,1.99,0,1.99,2.23,0,2.23,MM
0.002951,1.99,0,1.99,2.23,0,2.23,MM
0.002361,1.99,0,1.99,2.23,0,2.23,MM
0.001889,1.99,0,1.99,2.23,0,2.23,MM
0.001511,1.99,1,1.99,2.29,0,2.29,MM
0.001209,1.99,0,1.99,2.29,0,2.29,MM
0.000967,1.99,0,1.99,2.29,0,2.29,MM
0.000774,1.99,0,1.99,2.29,1,1.89,MM
0.000619,1.99,0,1.99,2.29,0,2.29,MM
0.000495,1.99,0,1.99,2.29,0,2.29,MM
0.000396,1.99,0,1.99,2.09,0,2.09,MM
0.000317,1.99,0,1.99,2.09,0,2.09,MM
0.000254,1.99,0,1.89,2.09,0,2.09,MM
0.000203,1.99,0,1.89,2.09,0,2.09,MM
0.000162,1.99,0,1.89,2.09,0,2.09,MM
0.00013,1.99,0,1.89,2.09,0,2.09,MM
0.000104,1.99,0,1.89,2.09,0,2.09,MM
8.3e-05,1.99,0,1.89,2.09,0,2.09,MM
6.6e-05,1.99,0,1.89,2.09,0,2.09,MM
5.3e-05,1.99,0,1.89,2.09,0,2.09,MM
4.3e-05,1.99,0,1.89,2.09,0,2.09,MM
3.4e-05,1.99,1,1.89,2.09,0,1.69,MM
2.7e-05,1.99,0,1.99,2.09,0,1.69,MM
2.2e-05,1.99,0,1.99,2.09,0,1.69,MM
1.7e-05,1.99,0,1.99,2.09,0,1.69,MM
1.4e-05,2.09,0,2.09,2.09,0,1.69,MM
1.1e-05,2.09,0,1.89,2.09,0,1.69,MM
0.5,1.86,1,1.59,2.13,0,2.13,CH
0.6,1.86,1,1.59,2.13,0,2.13,CH
0.68,1.96,0,1.96,2.13,1,1.39,CH
0.5,1.99,0,1.99,2.09,0,1.69,MM
0.4,2.09,0,2.09,2.09,0,1.69,MM
0.32,2.09,0,1.89,2.09,0,1.69,MM
0.3072,1.69,0,1.69,1.69,0,1.49,MM
0.24576,1.86,0,1.86,1.99,1,1.69,MM
0.196608,1.86,0,1.86,2.09,0,2.09,CH
0.48,1.79,0,1.79,1.79,0,1.79,MM
0.384,1.99,0,1.99,2.23,0,2.23,MM
0.3072,1.99,0,1.99,2.23,0,2.23,MM
0.24576,1.99,0,1.99,2.23,0,2.23,CH
0.396608,1.99,0,1.99,2.29,0,2.29,CH
0.517286,1.99,0,1.99,2.29,0,2.29,CH
0.613829,1.99,0,1.99,2.29,0,2.29,CH
0.691063,1.99,1,1.89,2.09,0,1.69,CH
0.752851,2.09,0,2.09,2.09,0,1.69,MM
0.5,1.75,1,1.75,1.99,0,1.59,CH
0.6,1.76,0,1.76,1.99,1,1.59,MM
0.256,1.79,0,1.79,2.09,0,2.09,MM
0.2048,1.75,0,1.75,1.99,0,1.59,MM
0.6,1.69,0,1.69,1.69,0,1.69,CH
0.68,1.69,0,1.69,1.69,1,1.49,CH
0.4,1.79,0,1.79,2.09,0,2.09,CH
0.52,1.69,1,1.69,1.99,0,1.99,MM
0.416,1.86,0,1.86,1.99,0,1.89,CH
0.3648,1.86,0,1.86,1.99,1,1.69,MM
0.29184,1.89,0,1.89,2.09,0,2.09,CH
0.433472,1.86,0,1.86,2.18,0,2.18,CH
0.5,1.89,0,1.76,2.18,0,2.18,MM
0.4,1.86,0,1.86,2.18,1,1.78,MM
0.5648,1.75,0,1.75,1.99,0,1.99,MM
0.45184,1.99,0,1.99,2.23,0,2.23,CH
0.561472,2.09,0,1.89,2.09,0,2.09,CH
0.6,1.89,0,1.89,2.09,0,2.09,CH
0.68,1.89,0,1.76,2.09,0,2.09,CH
0.744,1.89,0,1.76,2.18,0,2.18,CH
0.7952,1.86,0,1.86,2.18,0,1.48,CH
0.83616,1.86,0,1.86,2.18,0,2.18,CH
0.868928,1.86,0,1.59,2.13,0,2.13,CH
0.6,2.06,0,2.06,2.13,0,2.13,MM
0.5,1.69,0,1.69,1.69,0,1.69,MM
0.4,1.69,0,1.69,1.69,0,1.69,MM
0.32,1.69,0,1.69,1.99,0,1.99,MM
0.256,1.86,0,1.86,2.09,0,2.09,MM
0.2048,1.89,0,1.89,2.09,0,2.09,MM
0.16384,1.89,0,1.89,2.09,0,2.09,MM
0.6,1.69,1,1.69,1.99,1,1.59,CH
0.68,1.86,0,1.86,2.18,1,1.78,MM
0.6,1.76,0,1.76,1.99,0,1.79,MM
0.5,1.99,0,1.99,2.18,1,2.18,CH
0.6,1.99,0,1.99,2.18,0,2.18,CH
0.586313,1.69,1,1.69,1.99,0,1.99,CH
0.66905,1.86,0,1.86,2.09,0,2.09,CH
0.73524,1.86,0,1.86,2.09,0,2.09,CH
0.131072,1.79,0,1.79,1.79,0,1.79,MM
0.104858,1.79,0,1.79,2.09,0,2.09,MM
0.083886,1.79,0,1.79,2.09,0,2.09,MM
0.067109,1.79,0,1.79,2.09,0,2.09,MM
0.053687,1.99,0,1.99,2.09,0,1.69,CH
0.5,1.86,1,1.39,2.13,0,1.59,CH
0.6,1.96,0,1.96,2.18,1,1.38,MM
0.5,1.79,0,1.79,2.23,0,2.23,MM
0.4,1.86,0,1.86,2.18,1,1.78,CH
0.104858,1.75,0,1.75,1.99,0,1.99,MM
0.083886,1.76,0,1.76,2.18,0,2.18,MM
0.067109,1.76,0,1.76,1.99,1,1.79,MM
0.053687,1.76,0,1.76,1.99,1,1.59,MM
0.04295,1.76,0,1.76,1.99,1,1.59,MM
0.03436,1.96,0,1.96,2.13,1,1.39,MM
0.52,1.86,0,1.86,2.09,0,1.89,MM
0.416,1.99,0,1.99,2.13,1,1.59,MM
0.3328,1.99,0,1.49,2.13,1,2.13,MM
0.5,1.79,0,1.79,2.09,0,2.09,CH
0.6,1.79,0,1.79,2.23,0,2.23,CH
0.5,1.86,0,1.86,2.18,0,2.18,CH
0.6,1.76,0,1.76,2.18,0,2.18,CH
0.68,1.86,0,1.86,2.18,0,2.18,CH
0.744,1.86,0,1.86,2.18,0,2.18,CH
0.7952,1.86,0,1.86,2.13,0,2.13,CH
0.83616,1.86,1,1.49,2.13,0,2.13,CH
0.868928,1.86,1,1.49,2.13,0,2.13,CH
0.895142,1.86,1,1.49,2.13,0,2.13,CH
0.916114,1.86,1,1.49,2.13,0,2.13,CH
0.932891,1.86,1,1.86,2.13,0,2.13,CH
0.946313,1.86,0,1.86,2.13,0,2.13,CH
0.95705,1.86,1,1.59,2.13,0,2.13,CH
0.96564,1.86,0,1.86,2.18,0,2.18,CH
0.972512,1.86,1,1.59,2.13,0,2.13,CH
0.97801,1.86,0,1.86,2.13,0,2.13,CH
0.982408,1.86,0,1.86,2.13,0,1.59,CH
0.985926,1.86,1,1.39,2.13,0,1.59,CH
0.988741,1.99,0,1.49,2.13,1,2.13,CH
0.740314,1.79,0,1.79,1.79,0,1.79,CH
0.792251,1.79,0,1.79,1.79,0,1.79,CH
0.833801,1.79,0,1.79,1.79,0,1.79,CH
0.867041,1.79,0,1.79,2.09,0,2.09,CH
0.893632,1.79,0,1.79,2.23,0,2.23,CH
0.914906,1.99,0,1.99,2.23,0,2.23,CH
0.931925,1.86,0,1.86,2.09,0,2.09,CH
0.94554,1.99,0,1.99,2.23,0,2.23,CH
0.956432,1.99,0,1.89,2.09,0,2.09,CH
0.965145,1.99,0,1.99,2.09,0,1.69,CH
0.32,1.69,0,1.69,1.69,0,1.69,MM
0.256,1.79,0,1.79,2.09,0,2.09,MM
0.2048,1.79,0,1.79,2.23,0,2.23,MM
0.16384,1.99,0,1.99,2.23,0,2.23,MM
0.6,1.79,0,1.79,1.79,0,1.79,MM
0.48,1.99,0,1.99,2.23,0,2.23,CH
0.32,1.86,0,1.86,1.99,1,1.19,MM
0.256,1.86,0,1.86,2.18,1,1.58,MM
0.2048,1.86,0,1.86,1.99,1,1.79,MM
0.16384,1.86,0,1.86,2.18,1,2.18,CH
0.331072,1.86,0,1.86,2.18,0,2.18,MM
0.264858,1.86,0,1.86,2.18,0,2.12,CH
0.411886,1.86,1,1.39,2.13,0,1.59,MM
0.329509,1.96,0,1.96,2.18,1,1.38,MM
0.263607,1.96,0,1.96,2.18,1,1.38,MM
0.210886,1.96,0,1.96,2.18,1,1.38,MM
0.168709,1.96,0,1.96,2.18,1,1.38,MM
0.5,1.75,1,1.75,1.99,0,1.59,MM
0.4,1.86,1,1.59,2.13,0,2.13,CH
0.7952,1.69,1,1.69,1.99,0,1.99,CH
0.83616,1.69,1,1.69,1.99,0,1.99,CH
0.868928,1.69,0,1.69,1.99,0,1.99,CH
0.895142,1.75,0,1.75,1.99,0,1.99,CH
0.916114,1.86,0,1.86,2.09,0,2.09,CH
0.932891,1.86,0,1.86,1.99,1,1.69,CH
0.946313,1.86,0,1.86,2.09,0,2.09,CH
0.95705,1.86,0,1.76,2.09,0,2.09,CH
0.96564,1.86,0,1.76,2.09,0,2.09,CH
0.972512,1.76,0,1.76,1.99,1,1.79,CH
0.97801,1.86,1,1.39,2.13,0,1.59,CH
0.5,1.75,1,1.75,1.99,0,1.59,MM
0.4,1.86,0,1.86,2.18,0,2.18,CH
0.351365,1.69,0,1.69,1.69,0,1.69,CH
0.481092,1.69,0,1.69,1.99,0,1.99,MM
0.384874,1.75,1,1.75,1.99,0,1.59,CH
0.507899,1.75,0,1.75,1.99,0,1.59,CH
0.606319,1.99,0,1.99,2.09,0,2.09,MM
0.485055,1.86,0,1.86,2.13,0,2.13,CH
0.588044,1.86,1,1.59,2.13,0,2.13,CH
0.670435,1.86,1,1.39,2.13,0,1.59,CH
0.736348,1.99,1,1.99,2.13,0,1.59,MM
0.589079,1.99,0,1.99,2.13,1,1.59,MM
0.5,1.99,0,1.99,2.23,0,2.23,CH
0.6,1.99,0,1.99,2.23,0,2.23,CH
0.68,1.99,1,1.99,2.29,0,2.29,CH
0.744,1.99,0,1.99,2.29,0,2.29,CH
0.7952,1.99,0,1.99,2.29,0,2.29,MM
0.63616,1.99,0,1.99,2.09,0,2.09,CH
0.708928,1.99,0,1.99,2.09,0,2.09,CH
0.767142,1.99,0,1.89,2.09,0,2.09,CH
0.813714,1.99,0,1.89,2.09,0,2.09,CH
0.850971,2.09,0,1.89,2.09,0,1.69,CH
0.4,1.75,0,1.75,1.99,0,1.59,MM
0.6,1.75,1,1.75,1.99,0,1.59,CH
0.68,1.76,0,1.76,1.99,1,1.59,MM
0.544,1.86,1,1.49,2.13,0,2.13,CH
0.6352,1.86,1,1.59,2.13,0,2.13,CH
0.70816,1.86,0,1.86,2.18,0,2.18,CH
0.766528,1.86,1,1.39,2.13,0,1.59,CH
0.5,1.86,0,1.76,2.09,0,2.09,CH
0.6,1.86,0,1.76,2.09,0,2.09,CH
0.68,1.86,0,1.86,2.18,0,2.18,CH
0.744,1.86,0,1.86,2.18,0,2.18,CH
0.7952,1.86,0,1.86,2.18,0,2.18,CH
0.83616,1.86,0,1.86,2.18,0,2.18,CH
0.868928,1.86,0,1.86,2.18,0,2.18,CH
0.895142,1.86,0,1.86,2.13,0,1.89,CH
0.916114,1.86,0,1.86,2.13,0,2.13,CH
0.932891,1.86,1,1.49,2.13,0,2.13,CH
0.946313,1.86,1,1.49,2.13,0,2.13,CH
0.95705,1.86,1,1.59,2.13,0,2.13,CH
0.96564,1.86,1,1.39,2.13,0,1.59,CH
0.972512,1.99,1,1.99,2.13,0,1.59,MM
0.77801,1.99,0,1.49,2.13,1,2.13,CH
0.256,1.69,0,1.69,1.99,0,1.99,MM
0.2048,1.75,1,1.75,1.99,0,1.59,MM
0.16384,1.75,0,1.75,1.99,0,1.99,CH
0.331072,1.86,0,1.86,2.09,0,2.09,CH
0.464858,1.86,0,1.86,2.18,0,2.18,CH
0.571886,1.96,0,1.96,2.13,1,1.39,MM
0.32,1.99,0,1.99,2.18,1,2.18,MM
0.5,1.75,0,1.75,1.99,0,1.99,CH
0.6,1.86,0,1.86,2.18,0,2.12,MM
0.68,1.89,0,1.89,2.09,0,2.09,MM
0.5,1.89,0,1.89,2.09,0,2.09,MM
0.4,1.89,0,1.89,2.09,0,2.09,CH
0.52,1.99,0,1.89,2.09,0,2.09,MM
0.416,1.99,0,1.75,2.13,0,2.13,MM
0.4,1.86,0,1.86,2.18,1,2.18,CH
0.52,1.86,1,1.59,2.13,0,2.13,CH
0.616,1.86,0,1.86,2.18,0,2.18,CH
0.6928,1.86,0,1.86,2.18,0,2.12,MM
0.55424,1.99,1,1.99,2.13,0,1.59,MM
0.443392,1.99,0,1.99,2.13,1,1.59,MM
0.4,1.79,0,1.79,1.79,0,1.79,MM
0.32,1.79,0,1.79,1.79,0,1.79,MM
0.256,1.79,0,1.79,1.79,0,1.79,MM
0.2048,1.79,0,1.79,2.09,0,2.09,MM
0.16384,1.79,0,1.79,2.09,0,2.09,MM
0.131072,1.99,0,1.99,2.23,0,2.23,CH
0.5,1.79,0,1.79,1.79,1,1.79,CH
0.6,1.99,0,1.99,2.23,0,2.23,CH
0.6,1.99,0,1.99,2.09,0,1.69,CH
0.211886,1.69,0,1.69,1.69,0,1.69,MM
0.169509,1.69,0,1.69,1.69,0,1.69,MM
0.135607,1.69,1,1.39,1.69,0,1.69,MM
0.108486,1.69,0,1.69,1.69,0,1.69,MM
0.086789,1.75,0,1.75,1.99,0,1.99,MM
0.069431,1.89,0,1.89,2.09,0,2.09,MM
0.055545,1.89,0,1.89,2.09,0,2.09,MM
0.044436,1.89,0,1.76,2.09,0,2.09,MM
0.035549,1.89,0,1.76,2.18,0,2.18,MM
0.028439,1.99,0,1.99,2.29,0,2.29,MM
0.022751,1.89,0,1.76,2.18,0,2.18,MM
0.018201,1.86,0,1.86,2.18,0,2.18,MM
0.014561,1.86,0,1.86,2.18,0,2.18,MM
0.011649,1.99,0,1.99,2.09,0,2.09,MM
0.009319,1.86,0,1.86,2.18,1,1.58,MM
0.007455,1.86,0,1.86,2.18,1,2.18,MM
0.005964,1.86,0,1.86,2.18,0,2.18,MM
0.004771,1.86,0,1.86,2.18,0,2.18,MM
0.003817,1.86,0,1.86,2.18,1,1.78,MM
0.003054,1.99,0,1.89,2.09,0,2.09,MM
0.002443,1.86,0,1.86,2.18,0,2.18,CH
0.201954,1.86,0,1.86,2.18,0,2.18,CH
0.361563,1.99,1,1.89,2.09,0,1.69,MM
0.289251,1.99,0,1.99,2.09,0,1.69,MM
0.231401,1.96,0,1.96,2.18,1,1.38,MM
0.18512,1.99,0,1.99,2.18,1,2.18,MM
0.148096,1.99,0,1.99,2.18,0,2.18,MM
0.48,1.69,1,1.69,1.99,0,1.99,MM
0.6,1.69,0,1.69,1.69,0,1.69,CH
0.68,1.69,0,1.69,1.69,0,1.69,MM
0.544,1.69,0,1.69,1.69,0,1.49,MM
0.4352,1.69,0,1.69,1.99,0,1.99,CH
0.54816,1.75,0,1.75,1.99,0,1.99,MM
0.438528,1.75,0,1.75,1.99,0,1.99,MM
0.350822,1.75,0,1.75,1.99,0,1.99,MM
0.280658,1.75,0,1.75,1.99,1,1.69,MM
0.224526,1.75,0,1.75,1.99,1,1.69,MM
0.179621,1.86,0,1.86,1.99,1,1.69,MM
0.143697,1.86,0,1.86,1.99,1,1.69,CH
0.314957,1.86,0,1.86,1.99,1,1.19,MM
0.251966,1.86,0,1.86,2.09,0,2.09,MM
0.201573,1.86,0,1.86,2.09,0,2.09,MM
0.161258,1.96,0,1.96,2.13,1,1.39,MM
0.129007,1.99,0,1.99,2.13,1,2.13,MM
0.103205,1.99,0,1.75,2.13,0,2.13,MM
0.082564,1.99,0,1.75,2.13,0,2.13,MM
0.4,1.75,1,1.75,1.99,0,1.59,CH
0.52,1.86,0,1.86,2.18,0,2.18,CH
0.616,1.76,0,1.76,1.99,1,1.59,MM
0.4928,1.86,1,1.49,2.13,0,2.13,CH
0.59424,1.86,1,1.49,2.13,0,2.13,CH
0.675392,1.86,1,1.59,2.13,0,2.13,CH
0.740314,1.96,0,1.96,2.13,1,1.39,MM
0.592251,1.86,1,1.39,2.13,0,1.59,CH
0.5,1.99,0,1.89,2.09,0,2.09,CH
0.6,1.99,1,1.89,2.09,0,1.69,MM
0.5,1.86,0,1.76,2.09,0,2.09,MM
0.4,1.96,0,1.96,2.18,1,1.38,MM
0.5,1.69,0,1.69,1.69,1,1.49,MM
0.4,1.79,0,1.79,2.23,0,2.23,MM
0.32,1.99,0,1.99,2.23,0,2.23,MM
0.256,1.86,0,1.86,2.18,0,2.18,MM
0.6,1.69,0,1.69,1.69,1,1.49,CH
0.68,1.69,0,1.69,1.99,0,1.99,MM
0.544,1.86,0,1.86,2.18,0,2.18,CH
0.6352,1.99,1,1.99,2.13,0,1.59,MM
0.4,1.69,0,1.69,1.69,0,1.69,MM
0.32,1.86,0,1.86,2.18,1,2.18,MM
0.16384,1.79,0,1.79,1.79,1,1.79,MM
